Nom,Lat,Long
MAURS,44.70639383,2.20008776
NEUSSARGUES,45.12530029,2.97841321
BORT LES ORGUES,45.40635653,2.50256351
DIJON VILLE,47.323524,5.028093
GENLIS,47.24448705,5.22386911
NUITS ST GEORGES,47.13066841,4.95622765
FRASNE,46.85784682,6.15768354
MONTBELIARD,47.51075829,6.8013591
ST VIT,47.18359013,5.80864231
LIVRON,44.77990875,4.82989844
MONTELIMAR,44.5584944092,4.74557829617
LE GRAU DU ROI,43.53658234,4.14086719
VILLENEUVE LES AVIGNON,43.956255,4.792372
GRENOBLE REPUBLIQUE,45.190614,5.729896
GRENOBLE UNIVERSITES GIERES,45.184646,5.784636
JARRIE VIZILLE,45.08541513,5.74225624
MONESTIER DE CLERMONT,44.91240895,5.63462696
PONTCHARRA SUR BREDA ALLEVARD,45.4340136,6.0078904
ST EGREVE ST ROBERT,45.23570155,5.67119196
VOIRON,45.36393503,5.5944984
ST CLAIR LES ROCHES,45.4506407,4.77024858
ST ETIENNE CHATEAUCREUX,45.44278384,4.40033827
SAINT ETIENNE CHATEAUCREUX,45.44278384,4.40033827
CERCY LA TOUR,46.85774716,3.64491491
BRASSAC LES MINES STE FLORINE,45.4142918,3.33067463
CLERMONT FERRAND,45.7794112139,3.10052830179
VIC LE COMTE,45.66574429,3.20698869
BOURG MADAME,42.43209002,1.94931314
COLLIOURE,42.5268923,3.07872086
ELNE,42.59736926,2.96352068
RIVESALTES,42.76615979,2.8678155
AMPLEPUIS,45.97144066,4.32579653
OULLINS,45.71731326,4.81350575
ST GENIS LAVAL,45.695637,4.793449
ST GERMAIN AU MONT D'OR,45.88878538,4.80412682
ST PRIEST,45.68672983,4.93394507
TARARE,45.88978808,4.43907466
LURE,47.68297051,6.49278884
LUXEUIL LES BAINS,47.81516287,6.37186494
VESOUL,47.61747601,6.1517442
DIGOIN,46.48525336,3.98800394
LE CREUSOT MONTCEAU MONTCHANIN TGV,46.759221,4.4815578
LE CREUSOT MONTCEAU MONTCHANIN,46.759221,4.4815578
LES ARCS,45.5769448,6.7818596
MODANE,45.19352195,6.65941695
MONTMELIAN,45.50348679,6.04262161
ARGENTIERE HAUTE-SAVOIE (74),45.98284693,6.9302543
EVIAN LES BAINS,46.3975953,6.577137
MACAU,45.00400357,-0.61976174
ST ANDRE DE CUBZAC,44.99109493,-0.43937537
ST SEURIN SUR L'ISLE,45.01141376,-0.00190961
JANZE,47.95512334,-1.49740973
L'HERMITAGE MORDELLES,48.12316333,-1.81918843
MONTREUIL SUR ILLE,48.30632019,-1.67427134
RENNES,48.104114,-1.671996
RENNES CENTRE,48.11306179,-1.67933494
ARGENTON SUR CREUSE,46.59216719,1.5189231
CHINON,47.16305281,0.2520436
STE MAURE NOYANT,47.11111258,0.57700584
DAX,43.720034,-1.051433
GIEVRES,47.27878311,1.66766605
ONZAIN,47.49186476,1.18609563
LA BASSE INDRE ST HERBLAIN,47.2042578,-1.66098294
NANTES,47.2178592984,-1.54180037257
NANTES BOURSE,47.21210361,-1.55937597
NORT-SUR-ERDRE,47.441575,-1.502756
PONTCHATEAU,47.43517773,-2.08820897
PORNIC,47.11452652,-2.09767285
CHATEAUBRIANT,47.7169964,-1.37139708
BRIARE,47.64649868,2.73368519
MEUNG SUR LOIRE,47.82997881,1.69176022
MONTARGIS,48.006802,2.742269
ORLEANS,47.9075513102,1.90533334917
PORT STE MARIE,44.25036447,0.39030982
CHEMILLE,47.21765301,-0.73238638
SAUMUR,47.26923942,-0.07198407
SEGRE,47.6786103,-0.86674814
HENNEBONT,47.79893044,-3.28565674
BIARRITZ,43.4596672359,-1.54562453146
HENDAYE,43.358735,-1.776002
LANNEMEZAN,43.11423478,0.38760662
ECOMMOY,47.82400408,0.26939379
PARTHENAY,46.64833126,-0.24028021
ALBI MADELEINE,43.93818633,2.14079344
CARMAUX,44.04859913,2.15197882
LAVAUR,43.70362464,1.81296548
ST SULPICE TARN,43.77541211,1.68103719
CAUSSADE TARN ET GARONNE,44.16230407,1.5334529
MONTAUBAN VILLE BOURBON,44.025555,1.378056
FONTENAY LE COMTE,46.45752274,-0.79325557
FUTUROSCOPE,46.662124,0.376228
LOUDUN,47.01602558,0.08334456
LIMOGES BENEDICTINS,45.836435,1.266909
NEXON,45.69162896,1.17800198
PONT DE VEYLE,46.26781714,4.89297313
VONNAS,46.22727482,4.99149055
MIRIBEL,45.82181667,4.95374627
CHORGES,44.54570494,6.27205927
CANNES,43.553592,7.022092
CARNOLES,43.76123708,7.48090143
GOLFE JUAN VALLAURIS,43.56614977,7.07316872
GRASSE,43.65384391,6.92676922
MANDELIEU LA NAPOULE,43.52430717,6.94155281
TENDE,44.0761104,7.60002163
VILLEFRANCHE SUR MER,43.70678751,7.31363828
LE TEIL,44.554103,4.685833
CARCASSONNE,43.217477,2.351863
NARBONNE,43.187904,3.003917
SEVERAC LE CHATEAU,44.32492027,3.05685701
CENTRE BOURSE,43.2967,5.378
MARSEILLE  MONTGRAND,43.2917197144,5.37883032045
SIMIANE,43.43501046,5.42637257
TARASCON SUR RHONE,43.80134444,4.65776289
VIC SUR CERE,44.97610917,2.63179227
MONTBARD,47.61871969,4.33615203
SEURRE,46.99644978,5.15124789
BESANCON VIOTTE,47.24612155,6.02192036
MORTEAU,47.05369069,6.60485988
CREST,44.72981586,5.01620578
ST RAMBERT D'ALBON,45.29774948,4.81039291
BAGNOLS SUR CEZE,44.16127,4.626542
AGDE,43.31757369,3.46602019
BEDARIEUX,43.60763168,3.14900526
GRENOBLE,45.190402,5.715801
MOIRANS,45.32207953,5.58176428
PONT DE BEAUVOISIN,45.52454112,5.68066526
TULLINS FURES,45.30072297,5.49219473
VIF,45.04741017,5.68554821
DOLE VILLE,47.0960053085,5.48873916325
ST CLAUDE,46.39000069,5.86013362
BOEN,45.74159431,4.00442988
BONSON,45.52245823,4.21628281
FEURS,45.74475417,4.23071293
LE COTEAU,46.02353953,4.08628844
ROANNE,46.03870642,4.06328119
ST ETIENNE BELLEVUE,45.417529,4.392815
LE PUY EN VELAY,45.04272406,3.89252814
ST CHELY D'APCHER,44.80170127,3.2707413
LUZY,46.79423875,3.96942826
PERPIGNAN,42.696366,2.880194
ALBIGNY NEUVILLE,45.87427814,4.83297183
LYON JEAN MACE,45.7437416,4.8409723
ST PAUL,45.7661845526,4.8272430261
TASSIN,45.76169128,4.75893321
VENISSIEUX,45.70516748,4.88794761
ETANG,46.868022,4.18367966
MACON VILLE,46.30415,4.833486
MACON LOCHE,46.30415,4.833486
PARAY LE MONIAL,46.44707673,4.11360895
ALLASSAC,45.25909045,1.47308701
BUGEAT,45.60046123,1.9245346
DINAN,48.45696572,-2.05298679
PLOUARET TREGOR,48.60618896,-3.46681
GUERET,46.17410208,1.8793905
LA SOUTERRAINE,46.23997619,1.49239946
LE BUISSON,44.84699823,0.90801208
BREST,48.3873311183,-4.48115349887
Centre Commercial Le Phare de l'Europe,48.4078,-4.468
DOUARNENEZ,48.0929704556,-4.33056789135
PONT L'ABBE,47.86625869,-4.22418625
ESCALQUENS,43.5166377,1.54247427
L'ISLE JOURDAIN,43.61732736,1.0897179
BASSENS VILLE,44.90130544,-0.52239243
BLANQUEFORT,44.91767046,-0.62354952
CASTILLON,44.85715781,-0.0406571
GAZINET CESTAS,44.77219575,-0.69914761
LA REOLE,44.57983407,-0.03037563
LA TESTE,44.63717829,-1.14287877
PAUILLAC,45.20358995,-0.75564031
SOULAC SUR MER,45.50691549,-1.1167619
BETTON,48.18174943,-1.63412871
GRAND QUARTIER,48.133401,-1.691105
RETIERS,47.91321221,-1.38971806
ST MALO,48.6465470426,-2.00591364767
VITRE,48.12241997,-1.21196568
ISSOUDUN,46.94784857,1.98492117
YCHOUX,44.32934522,-0.94597681
MER LOIR ET CHER,47.70600705,1.50618276
LA BAULE ESCOUBLAC,47.288219,-2.389178
LE CROISIC,47.28973383,-2.50691659
PORNICHET,47.27033778,-2.3439167
VERTOU,47.18596565,-1.47794424
GIEN,47.69888288,2.63675237
LA FERTE ST AUBIN,47.72019552,1.93254252
LES AUBRAIS,47.9260167266,1.9072825144
CAHORS,44.449311,1.433952
MONSEMPRON LIBOS,44.4867732,0.94141181
TONNEINS,44.39291351,0.31417546
PLOERMEL,47.9329018,-2.39764672
PAU,43.292499,-0.37286
LOURDES,43.10028718,-0.04198205
TOURNAY,43.18350215,0.23896669
LA FERTE BERNARD,48.18598705,0.63899174
LA SUZE,47.89243987,0.02691019
SILLE LE GUILLAUME,48.18162439,-0.12857608
BRESSUIRE,46.83716715,-0.4964851
NIORT,46.31833363,-0.455721800728
ST MAIXENT DEUX SEVRES,46.40630762,-0.20130625
CASTRES,43.59690633,2.22695182
GAILLAC,43.90611392,1.89440768
CASTELSARRASIN,44.04026035,1.11452726
CHALLANS,46.84380334,-1.87156183
LA ROCHE SUR YON,46.67155887,-1.43588315
ST GILLES CROIX DE VIE,46.69677235,-1.94244873
EYMOUTIERS VASSIVIERE,45.73962094,1.74022897
LIMOGES LES HALLES,45.8298214251,1.25621447529
BOURG EN BRESSE,46.200318,5.215117
DIVONNE LES BAINS,46.353714,6.13755
VILLARS LES DOMBES,46.00458948,5.02872466
MONTLUCON VILLE,46.338631,2.599162
LAPALISSE,46.2485564174,3.63559870462
LA BRILLANNE ORAISON,43.92481569,5.89233047
MANOSQUE GREOUX LES BAINS,43.82310024,5.79351737
SISTERON,44.19040624,5.94658111
ASPRES SUR BUECH,44.5190372,5.75469711
GAP,44.56362377,6.08538931
SERRES,44.42471199,5.71839863
BIOT,43.61138725,7.12666931
BREIL SUR ROYA,43.94376726,7.51611279
LA TRINITE VICTOR,43.74271122,7.31157439
VILLENEUVE LOUBET PLAGE,43.63003382,7.13443409
ANNONAY,45.246435,4.675654
LIMOUX,43.05647508,2.2229991
ST ROME DE CERNON,44.0145748,2.96761728
AIX EN PROVENCE TGV,43.449215,5.446409
ARLES,43.6823484783,4.63100528794
LA CIOTAT,43.19953623,5.63262853
ROGNAC,43.48667728,5.23086425
ST FLOUR CHAUDES AIGUES,45.03496384,3.1061934
LE VALDAHON,47.14978276,6.34110584
TAIN,45.07236628,4.83990674
VALENCE TGV RHONE-ALPES SUD,44.987188,4.981457
VALENCE ALIXAN TGV,44.987188,4.981457
VAUVERT,43.69531352,4.27025173
VERGEZE CODOGNAN,43.73981735,4.21884442
GRAND SUD LATTES,43.582131,3.92669
LUNEL,43.67951514,4.13080694
SETE,43.412293,3.696686
ST GUILHEM,43.60973865,3.875558
TRIFONTAINE,43.657606,3.831723
BRIGNOUD,45.26262437,5.90141181
PONT DE CLAIX,45.12523913,5.70002764
ST QUENTIN FALLAVIER,45.63819299,5.09990301
VIENNE,45.5213537,4.87449078
MOREZ,46.53000338,6.02235438
FIRMINY,45.39166084,4.28552315
MONTBRISON,45.60504913,4.07835213
RIVE DE GIER,45.52433724,4.60636203
ST CHAMOND,45.47243783,4.51715973
ST ETIENNE LA TERRASSE,45.46497105,4.3789325
BLERE LA CROIX,47.3380936,0.98631193
PORT DE PILES,47.01014723,0.59855867
ST PIERRE DES CORPS,47.386352,0.721027
TOURS,47.389934,0.693587
AIRE SUR L'ADOUR,43.70733217,-0.25656291
VILLEFRANCHE SUR CHER,47.29500075,1.75896342
BOUAYE,47.1377757,-1.67982308
CLISSON,47.08583846,-1.28675466
COUERON,47.22175064,-1.72332053
LE PALLET,47.14422839,-1.34779031
LE POULIGUEN,47.28244806,-2.43412989
STE PAZANNE,47.10507605,-1.81431856
BRETENOUX BIARS,44.9275681,1.84420434
SOUILLAC,44.90233724,1.4652148
ASSIER,44.67391267,1.87042064
AGEN,44.207897,0.620884
AIGUILLON,44.29872345,0.33517408
MARMANDE,44.50322636,0.16797027
PENNE LOT ET GARONNE,44.37995248,0.80302262
EVRON,48.15546225,-0.39719344
LAVAL,48.07612523,-0.76139732
MAYENNE,48.2990031119,-0.611607421599
AURAY,47.6798874448,-2.99905773082
QUESTEMBERT,47.68313102,-2.44966901
BAYONNE,43.496592,-1.470383
COARRAZE NAY,43.18177676,-0.24181524
OLORON STE MARIE,43.19501231,-0.61226674
TARBES,43.2395029182,0.0694432069723
CHATEAU DU LOIR,47.68303169,0.41527325
CONNERRE BEILLE,48.07412253,0.48763852
SABLE SUR SARTHE,47.84196406,-0.34231492
THOUARS,46.98524894,-0.21051348
MAZAMET,43.49791375,2.37491762
MONTAIGU VENDEE,46.9837446,-1.31648157
AIXE SUR VIENNE,45.7958536,1.1345795
BELLAC,46.12591542,1.04665307
LE DORAT,46.21030404,1.0797555
LIMOGES MONTJOVIS,45.8452801,1.2140596
ST JUNIEN,45.88138217,0.90036285
ST YRIEIX LA PERCHE,45.51926869,1.20560289
BELLEGARDE,46.118007,5.820454
BELLEGARDE (AIN),46.118007,5.820454
CULOZ,45.84314714,5.77909175
TENAY HAUTEVILLE,45.92229957,5.50095003
MONTLUEL,45.84809558,5.05866739
VICHY,46.127252,3.429786
DOMPIERRE SEPT FONS,46.52642363,3.67533359
GANNAT,46.09743576,3.20488011
CHATEAU ARNOUX ST AUBAN,44.06154356,5.99730721
DIGNE GARE,44.08894516,6.2226012
BRIANCON,44.88961284,6.63261557
EMBRUN,44.56685493,6.49625839
L'ARGENTIERE LES ECRINS,44.79102194,6.55607776
ANTIBES,43.569558,7.082588
NICE RIQUIER,43.70594006,7.29029802
ST LAURENT DU VAR,43.66246623,7.19462168
AUBENAS,44.61096704,4.39058572
LA VOULTE SUR RHONE,44.8058,4.7834
LEUCATE LA FRANQUI,42.93284181,3.01274698
LEZIGNAN-CORBIERES,43.19997074,2.76985676
MILLAU,44.1035429,3.07488247
AUBAGNE,43.29606591,5.56631625
CARRY LE ROUET,43.33675734,5.15373495
MARTIGUES,43.39267017,5.02558464
MIRAMAS,43.58092916,4.99959855
SALON DE PROVENCE,43.63917124,5.08826901
SEPTEMES,43.40319066,5.37005209
STE MARTHE EN PROVENCE,43.33930652,5.39067363
MURAT,45.10892965,2.86920503
BEAUNE,47.0230407,4.8487235
IS SUR TILLE,47.52022809,5.12983281
TOISON D'OR,47.322047,5.04148
BAUME LES DAMES,47.35404465,6.35910776
BESANCON FRANCHE COMTE TGV,47.3073610585,5.95319509506
PONTARLIER,46.90099652,6.35295839
DIE,44.75813143,5.36293671
PIERRELATTE,44.37458051,4.70375977
ST VALLIER SUR RHONE,45.18597635,4.81444124
AIGUES MORTES,43.57111656,4.1911067
MONTPELLIER SAINT-ROCH,43.604982,3.880313
MONTPELLIER,43.604982,3.880313
GONCELIN,45.34204035,5.97384426
GRAND PLACE,45.136164,5.74905
RIVES,45.35751168,5.49167534
BOURGOIN JALLIEU,45.5837256,5.27399767
LE PEAGE DE ROUSSILLON,45.37177685,4.79496597
LONS LE SAUNIER,46.66858537,5.55105925
MOUCHARD,46.97672966,5.80070526
VEAUCHE ST GALMIER,45.56548632,4.29322194
JAUDE,45.7779,3.0822
THIERS,45.86134991,3.54289644
VERTAIZON,45.78459807,3.28795694
CERBERE,42.44276389,3.16552461
FONT ROMEU ODEILLO VIA,42.49130655,2.03949607
LAMURE SUR AZERGUES,46.06121828,4.4922699
LYON-SAINT EXUPERY TGV,45.720309587,5.08124666227
SATHONAY RILLIEUX,45.8200649,4.87549043
CHALON SUR SAONE,46.782188852,4.84467068065
LOUHANS,46.63075442,5.2171132
MONTCEAU LES MINES,46.67106794,4.36206668
MONTCHANIN,46.75899278,4.48305348
AIX LES BAINS LE REVARD,45.688405,5.909481
LANNION,48.72695248,-3.46066861
AUBUSSON,45.96093349,2.16047958
BELVES,44.77729103,1.01190228
MUSSIDAN,45.03458659,0.35385563
PERIGUEUX,45.18703258,0.70873135
SARLAT,44.87643936,1.22195872
TERRASSON,45.13583231,1.30045518
MORLAIX,48.577569,-3.833131
QUIMPERLE,47.86906313,-3.55301115
AUTERIVE,43.348835,1.46862436
CARBONNE,43.29837559,1.21240385
CASTELNAU D'ESTRETEFONDS,43.78597157,1.34170151
ST GAUDENS,43.10495622,0.72926291
GIMONT CAHUZAC,43.63318196,0.86758354
BORDEAUX ST JEAN,44.8240009377,-0.557843374104
CAUDERAN MERIGNAC,44.8427,-0.6277
COUTRAS,45.03675607,-0.13130663
LANGON,44.55573359,-0.2558498
PESSAC,44.80440684,-0.63178958
ST MARIENS ST YZAN,45.13913126,-0.39145858
BRUZ,48.02852046,-1.75199414
CHATEAUBOURG,48.10614832,-1.40529581
COLOMBIA,48.105017,-1.678087
REDON,47.6522081032,-2.08881997792
BUZANCAIS,46.88486371,1.41840962
JOUE LES TOURS,47.35419765,0.6680026
MONT DE MARSAN,43.885306,-0.503245
MORCENX,44.03408455,-0.90856676
PEYREHORADE,43.54686079,-1.11577202
ST VINCENT DE TYROSSE,43.65756135,-1.30675361
LAMOTTE BEUVRON,47.59358194,2.02220778
MONTRICHARD,47.34380274,1.17201375
ST AIGNAN NOYERS,47.28678396,1.38389888
ST ETIENNE DE MONTLUC,47.27555108,-1.78736414
NOGENT SUR VERNISSON,47.85285011,2.73763662
ST CYR EN VAL LA SOURCE,47.81906126,1.94742337
CHOLET,47.06573268,-0.86959876
VANNES,47.664602,-2.753322
ORTHEZ,43.48756,-0.773928
ST JEAN DE LUZ CIBOURE,43.3859387589,-1.66218950033
ST JEAN PIED DE PORT,43.16808079,-1.23883573
LE MANS,47.9961,0.192545
ALBI VILLE,43.92222255,2.13724169
LES SABLES D'OLONNE,46.49921246,-1.79295546
SAINT LEONARD DE NOBLAT,45.8366205,1.4897451
SAINT SULPICE LAURIERE,46.0529632,1.469062
AMBERIEU EN BUGEY,45.95380694,5.3424179
OYONNAX,46.25974024,5.65306524
VALLON-EN-SULLY,46.5358081,2.61160754
MONTDAUPHIN GUILLESTRE,44.67404737,6.61558495
VEYNES DEVOLUY,44.53181896,5.81578027
BEAULIEU SUR MER,43.70648108,7.33162652
CAGNES SUR MER,43.6571386,7.14801473
CANNES LA BOCCA,43.5489587,6.9865606
MENTON,43.77463982,7.49343931
MOUANS-SARTOUX,43.6204109,6.97429649
SOSPEL,43.87625676,7.45312562
PORT LA NOUVELLE,43.02086419,3.03880452
ISTRES,43.51545148,4.98028897
BONNEVEINE,43.2501,5.3891
MARSEILLE ST CHARLES,43.302076,5.381667
SAUSSET LES PINS,43.33293178,5.11026253
AURILLAC,44.92068042,2.43554606
LAROQUEBROU,44.9642008,2.19284046
LE LIORAN,45.0906658,2.7542062
AUXONNE,47.19222151,5.37762466
LES LAUMES ALESIA,47.54331945,4.46286849
ROMANS BOURG DE PEAGE,45.04906276,5.04968121
VALENCE VILLE,44.92803146,4.89288447
ALES,44.12812568,4.084779
NIMES,43.832581,4.366038
BEZIERS,43.3367033403,3.21722208376
FRONTIGNAN,43.44458609,3.75901488
ST MARCELLIN ISERE,45.15075972,5.32366395
LA TOUR DU PIN,45.56019724,5.44926379
LA VERPILLIERE,45.62749818,5.15053489
L'ISLE D'ABEAU,45.60717591,5.21969523
ARVANT,45.36399228,3.31010583
MARVEJOLS,44.54461586,3.28104757
MENDE,44.52233216,3.50190793
CLAMECY,47.46704496,3.52057876
COSNE SUR LOIRE,47.41402574,2.93208865
NEVERS,46.987306263,3.15127425945
AMBERT,45.54982339,3.73466606
ISSOIRE,45.544003,3.253961
LA BOURBOULE,45.5905746,2.746352
RIOM CHATEL GUYON,45.88984232,3.1208132
ARGELES SUR MER,42.54395093,3.02150018
ILLE SUR TET,42.66848282,2.62464628
PRADES MOLITG LES BAINS,42.61703381,2.42936122
BRIGNAIS,45.67324579,4.7632105
GIVORS VILLE,45.58536819,4.76624281
L'ARBRESLE,45.83331246,4.61911381
LOZANNE,45.8541737,4.68005726
LYON PART DIEU,45.760529,4.85832
VILLEFRANCHE SUR SAONE,45.98428754,4.72096185
AUTUN,46.9552549,4.29297021
CHAGNY,46.90740213,4.74833554
LA CLAYETTE BAUDEMONT,46.28790346,4.29833765
LE CREUSOT,46.8077009,4.4306753
SALLANCHES COMBLOUX MEGEVE,45.93552824,6.63661484
ST GERVAIS LES BAINS LE FAYET,45.90647016,6.70071726
THONON LES BAINS,46.36893764,6.48196998
BOULOURIS SUR MER,43.41632844,6.80833217
LES ARCS DRAGUIGNAN,43.5036721,6.4847536
VILLENEUVE LA GUYARD,48.34290169,3.07176967
AIME LA PLAGNE,45.55435246,6.64858745
BOURG ST MAURICE,45.61952243,6.77145928
CHAMBERY CHALLES LES EAUX,45.570511,5.919795
LANDRY,45.57475445,6.73410248
MOUTIERS SALINS BRIDES LES BAINS,45.48682525,6.53003799
ST JEAN DE MAURIENNE ARVAN,45.27795405,6.35457609
ANNECY,45.901455,6.120723
CHAMONIX MONT BLANC,45.92246131,6.87392737
CLUSES  74,46.061479,6.5827632
GROISY THORENS LA CAILLE,46.01053103,6.17492872
ST JULIEN EN GENEVOIS,46.14186425,6.08527701
CARNOULES,43.29744802,6.18702632
ST RAPHAEL VALESCURE,43.4238702145,6.76840199812
AVIGNON MISTRAL 7,43.935303,4.831138
CAVAILLON,43.83470238,5.04373694
LE THOR,43.92640557,4.99603452
ORANGE,44.1373993,4.81971169
AUXERRE ST GERVAIS,47.79760144,3.58544681
SENS,48.19802918,3.26731325
ST FLORENTIN VERGIGNY,47.9804146,3.73094939
BELFORT,47.633459,6.854265
BRIOUDE,45.30076313,3.37884258
DECIZE,46.837456,3.46752119
LA CHARITE SUR LOIRE,47.18099521,3.02401397
ROYAT CHAMALIERES,45.76788566,3.06175227
BANYULS SUR MER,42.48261944,3.12441085
CERET,42.485411,2.749382
MONT LOUIS LA CABANASSE,42.50197726,2.11441876
VILLEFRANCHE VERNET LES BAINS,42.59146754,2.37001473
BELLECOUR,45.7587533068,4.83095139193
BELLEVILLE SUR SAONE,46.1118853,4.7287019
CHARBONNIERES LES BAINS,45.78225244,4.73573083
CROIX ROUSSE,45.7752174778,4.83018214187
ECULLY LA DEMI LUNE,45.76595823,4.77968557
LYON PERRACHE,45.749706,4.824545
VITTON,45.7695518358,4.85345259638
GENELARD,46.58086397,4.23766438
MÌâCON LOCHÌä TGV,46.282902,4.778881
ALBERTVILLE,45.67339955,6.3832542
ST MICHEL VALLOIRE,45.21685301,6.47154715
ST PIERRE D'ALBIGNY,45.55736099,6.15694734
ANNEMASSE,46.199489,6.236921
SOLLIES PONT,43.19230678,6.04665354
AVIGNON TGV,43.939954,4.79219
L'ISLE S/ SORGUE-FONTAINE DE VAUCLUSE,43.91709368,5.04746437
MONTFAVET,43.93267093,4.87386424
PERTUIS,43.68412999,5.50425566
SORGUES CHATEAUNEUF DU PAPE,44.00518611,4.8758741
AVALLON,47.4957913,3.91269686
ST AVRE LA CHAMBRE,45.35345693,6.30227086
BONNEVILLE,46.07784272,6.4169001
BONS EN CHABLAIS,46.27000322,6.36643225
LA ROCHE SUR FORON,46.06725794,6.30395116
FREJUS ST RAPHAEL,43.4324625924,6.73232493892
HYERES,43.11239883,6.11313702
LA PAULINE HYERES,43.13639338,6.03501556
LE LUC ET LE CANNET,43.38968876,6.34253601
OLLIOULES SANARY SUR MER,43.1224246,5.82486756
BOLLENE,44.271448,4.708157
CARPENTRAS,44.050078,5.044299
JOIGNY,47.97354497,3.39398103
PONT SUR YONNE,48.28669552,3.20173606
VILLENEUVE SUR YONNE,48.08493107,3.28623974
MONACO MONTE CARLO,43.738418,7.424616
TOURNUS,46.56647028,4.90637952
COURCHEVEL 1850,45.415186,6.634278
TIGNES,45.491996,6.921169
VAL D'ISERE,45.448034,6.980226
RUMILLY,45.86298757,5.94815569
BANDOL,43.14036566,5.74995072
LA GARDE,43.11869774,6.01001052
LA SEYNE SIX FOURS,43.11714408,5.87678228
ST CYR LES LECQUES LA CADIERE,43.18523216,5.70381195
TOULON,43.128373,5.928904
APT,43.878354,5.387265
AVIGNON CENTRE,43.942593,4.805483
TONNERRE,47.85960283,3.97349584
LAROCHE MIGENNES,47.96085339,3.5129407
BELFORT - MONTBELIARD TGV,47.5887,6.8903